transaction_id,timestamp,user_id,receiver_id,amount,transaction_type,location,device_type,is_rooted_device,network_type,time_of_day,is_fraud
514,2024-05-31 09:25:00,user_4684,user_4912,1014.48,merchant_payment,Pune,mobile,0,WiFi,morning,0
515,2024-07-30 20:27:00,user_1574,user_3658,25440.17,send,Hyderabad,tablet,0,4G,evening,0
516,2024-10-25 22:46:00,user_489,user_1636,16019.75,send,Delhi,mobile,0,5G,evening,0
517,2024-02-11 05:07:00,user_6,user_1941,21477.35,send,Mumbai,tablet,0,5G,night,0
518,2024-01-09 03:33:00,user_573,user_2913,10351.73,receive,Chennai,tablet,0,4G,night,0
519,2024-09-15 11:19:00,user_2836,user_4040,45103.52,send,Delhi,tablet,0,5G,morning,0
520,2024-03-06 17:40:00,user_4788,user_2033,8470.36,merchant_payment,Mumbai,mobile,0,5G,afternoon,0
521,2024-07-26 19:11:00,user_540,user_2510,11361.61,merchant_payment,Chennai,mobile,0,WiFi,evening,0
522,2024-09-02 15:42:00,user_4061,user_120,48450.71,merchant_payment,Pune,mobile,0,WiFi,afternoon,0
523,2024-06-12 04:21:00,user_3309,user_3114,43747.0,merchant_payment,Hyderabad,tablet,0,5G,night,0
524,2024-03-13 19:08:00,user_3317,user_2760,30739.67,merchant_payment,Hyderabad,tablet,0,WiFi,evening,0
525,2024-09-21 21:47:00,user_446,user_2898,30451.87,receive,Ahmedabad,tablet,0,5G,evening,0
526,2024-05-11 07:38:00,user_2100,user_4325,8707.58,send,Ahmedabad,mobile,0,5G,morning,0
527,2024-11-21 11:13:00,user_2248,user_3098,10828.21,receive,Ahmedabad,tablet,0,5G,morning,0
528,2024-04-20 08:57:00,user_3473,user_1117,6391.39,receive,Mumbai,tablet,0,5G,morning,0
529,2024-04-27 07:04:00,user_2115,user_3084,33954.13,merchant_payment,Mumbai,mobile,0,4G,morning,0
530,2024-06-29 14:52:00,user_2463,user_3412,24377.51,merchant_payment,Delhi,mobile,0,4G,afternoon,0
531,2024-02-18 23:25:00,user_936,user_4950,10941.77,receive,Mumbai,tablet,0,5G,evening,0
532,2024-07-25 02:54:00,user_3862,user_2151,42243.69,send,Bangalore,mobile,0,WiFi,night,0
533,2024-12-25 23:50:00,user_4868,user_4285,6510.96,send,Delhi,tablet,0,5G,evening,0
534,2024-04-03 01:05:00,user_98,user_517,25414.39,send,Mumbai,tablet,0,WiFi,night,1
535,2024-09-03 09:20:00,user_1374,user_641,15219.86,merchant_payment,Kolkata,tablet,0,4G,morning,0
536,2024-02-15 23:03:00,user_1767,user_1686,14823.49,receive,Hyderabad,tablet,0,4G,evening,0
537,2024-10-18 12:41:00,user_5,user_1383,6131.53,send,Ahmedabad,tablet,0,WiFi,afternoon,0
538,2024-09-20 00:28:00,user_4263,user_3617,35022.71,merchant_payment,Ahmedabad,mobile,0,WiFi,night,0
539,2024-08-27 01:13:00,user_1663,user_869,18004.39,merchant_payment,Mumbai,tablet,0,5G,night,0
540,2024-07-19 19:53:00,user_3395,user_1379,37302.44,send,Bangalore,mobile,0,4G,evening,0
541,2024-11-29 14:24:00,user_3035,user_4776,37183.47,merchant_payment,Hyderabad,tablet,0,4G,afternoon,0
542,2024-09-15 09:31:00,user_670,user_2075,30095.13,merchant_payment,Mumbai,mobile,0,4G,morning,0
543,2024-05-03 14:41:00,user_1309,user_2221,27417.11,receive,Pune,tablet,0,5G,afternoon,0
544,2024-08-02 22:29:00,user_3356,user_2193,9124.48,receive,Mumbai,tablet,0,4G,evening,0
545,2024-06-14 17:16:00,user_1203,user_2665,41073.57,send,Chennai,tablet,0,5G,afternoon,0
546,2024-10-25 01:17:00,user_1868,user_2521,45026.96,merchant_payment,Chennai,mobile,0,5G,night,0
547,2024-04-15 23:29:00,user_2405,user_4193,40751.0,receive,Chennai,mobile,0,5G,evening,0
548,2024-03-13 03:28:00,user_4969,user_597,22923.32,merchant_payment,Bangalore,mobile,0,WiFi,night,0
549,2024-07-21 19:17:00,user_3371,user_2472,17666.02,send,Delhi,tablet,0,WiFi,evening,0
550,2024-11-11 23:58:00,user_2943,user_4819,37969.91,merchant_payment,Mumbai,tablet,0,WiFi,evening,0
551,2024-02-27 21:27:00,user_1362,user_414,12089.61,send,Bangalore,mobile,0,5G,evening,0
552,2024-12-28 03:20:00,user_2760,user_786,8660.03,merchant_payment,Delhi,tablet,0,4G,night,0
553,2024-07-22 10:39:00,user_1591,user_4788,36024.08,merchant_payment,Delhi,tablet,0,WiFi,morning,0
554,2024-06-23 19:01:00,user_4206,user_2090,33184.64,merchant_payment,Kolkata,tablet,0,WiFi,evening,0
555,2024-07-04 08:25:00,user_3295,user_858,42069.15,receive,Pune,tablet,0,4G,morning,0
556,2024-06-04 23:46:00,user_384,user_1570,40090.97,receive,Pune,mobile,1,4G,evening,0
557,2024-07-18 18:49:00,user_696,user_1354,29275.58,receive,Chennai,mobile,0,WiFi,evening,0
558,2024-03-22 07:53:00,user_4067,user_4717,4948.29,merchant_payment,Ahmedabad,tablet,0,WiFi,morning,0
559,2024-12-05 19:00:00,user_4422,user_3142,13346.44,merchant_payment,Chennai,mobile,0,5G,evening,0
560,2024-03-02 00:04:00,user_1760,user_1483,29319.5,receive,Chennai,tablet,0,5G,night,0
561,2024-04-28 06:22:00,user_3251,user_523,23566.94,merchant_payment,Pune,mobile,1,4G,morning,0
562,2024-07-31 08:01:00,user_1700,user_3382,2222.02,merchant_payment,Ahmedabad,mobile,0,4G,morning,0
563,2024-05-23 00:12:00,user_1189,user_1246,5818.74,send,Hyderabad,tablet,0,WiFi,night,0
564,2024-09-18 23:45:00,user_245,user_1084,10037.47,send,Ahmedabad,mobile,0,WiFi,evening,0
565,2024-05-08 04:10:00,user_4495,user_1567,30261.88,send,Hyderabad,mobile,0,4G,night,0
566,2024-03-19 05:22:00,user_2597,user_3719,49693.39,receive,Hyderabad,tablet,0,4G,night,0
567,2024-07-12 09:30:00,user_486,user_3339,9731.98,receive,Hyderabad,mobile,0,4G,morning,0
568,2024-08-16 09:26:00,user_2186,user_2844,13353.93,merchant_payment,Mumbai,tablet,1,4G,morning,0
569,2024-01-18 12:52:00,user_2338,user_4732,34996.95,send,Mumbai,tablet,0,4G,afternoon,0
570,2024-01-22 18:21:00,user_2267,user_1657,47678.05,receive,Mumbai,mobile,0,4G,evening,0
571,2024-08-30 16:26:00,user_4819,user_3576,21285.26,merchant_payment,Delhi,tablet,0,4G,afternoon,0
572,2024-10-11 12:49:00,user_335,user_566,773.57,merchant_payment,Mumbai,mobile,0,4G,afternoon,0
573,2024-01-20 09:52:00,user_4160,user_250,38545.53,send,Chennai,tablet,0,5G,morning,0
574,2024-08-19 21:07:00,user_695,user_3640,42665.21,receive,Pune,mobile,0,4G,evening,0
575,2024-04-23 16:51:00,user_3248,user_1081,37823.85,receive,Bangalore,tablet,0,4G,afternoon,0
576,2024-04-21 00:57:00,user_692,user_519,47601.34,merchant_payment,Mumbai,tablet,0,5G,night,0
577,2024-11-04 18:03:00,user_3107,user_3013,43705.16,receive,Delhi,tablet,0,4G,evening,0
578,2024-07-13 04:23:00,user_3867,user_1512,42561.06,merchant_payment,Ahmedabad,tablet,0,4G,night,0
579,2024-12-12 19:28:00,user_3732,user_1966,24871.72,merchant_payment,Pune,mobile,0,4G,evening,0
580,2024-02-06 20:27:00,user_3130,user_1721,15756.84,merchant_payment,Bangalore,tablet,0,4G,evening,0
581,2024-01-18 15:18:00,user_4121,user_4590,36397.26,merchant_payment,Bangalore,mobile,0,5G,afternoon,0
582,2024-06-18 19:25:00,user_2044,user_3193,15357.02,merchant_payment,Bangalore,tablet,0,5G,evening,0
583,2024-03-11 12:33:00,user_3770,user_3434,14194.52,merchant_payment,Pune,tablet,0,4G,afternoon,0
584,2024-01-03 21:12:00,user_3557,user_2770,709.36,merchant_payment,Bangalore,mobile,1,4G,evening,0
585,2024-09-02 16:56:00,user_3122,user_3281,38740.57,receive,Pune,tablet,0,5G,afternoon,0
586,2024-12-15 15:28:00,user_1801,user_331,8687.11,send,Chennai,tablet,0,4G,afternoon,0
587,2024-10-29 14:21:00,user_2026,user_3442,8834.61,send,Chennai,tablet,1,WiFi,afternoon,0
588,2024-07-25 21:00:00,user_4949,user_4834,15910.45,receive,Mumbai,tablet,0,WiFi,evening,0
589,2024-01-23 09:30:00,user_4691,user_1829,37698.39,send,Ahmedabad,tablet,0,WiFi,morning,0
590,2024-06-22 01:55:00,user_3109,user_3509,24469.67,merchant_payment,Chennai,tablet,0,WiFi,night,0
591,2024-09-01 15:26:00,user_4866,user_3241,24825.33,send,Mumbai,mobile,0,4G,afternoon,0
592,2024-08-21 16:03:00,user_3831,user_4673,26413.68,merchant_payment,Ahmedabad,mobile,0,WiFi,afternoon,0
593,2024-04-27 05:00:00,user_1295,user_820,22097.68,merchant_payment,Chennai,mobile,0,4G,night,0
594,2024-10-28 19:26:00,user_35,user_1953,40355.22,receive,Chennai,mobile,0,4G,evening,0
595,2024-09-27 15:23:00,user_3771,user_4551,25170.39,send,Kolkata,tablet,1,5G,afternoon,0
596,2024-03-21 21:32:00,user_2917,user_2281,5222.82,merchant_payment,Chennai,tablet,0,WiFi,evening,0
597,2024-09-18 06:58:00,user_2459,user_2274,34228.32,merchant_payment,Chennai,mobile,0,5G,morning,0
598,2024-07-15 21:48:00,user_3600,user_3175,25148.86,merchant_payment,Chennai,tablet,0,5G,evening,0
599,2024-03-23 23:19:00,user_3456,user_339,47073.44,receive,Bangalore,tablet,0,WiFi,evening,0
600,2024-12-02 08:26:00,user_432,user_876,20433.79,merchant_payment,Ahmedabad,tablet,0,4G,morning,0
601,2024-07-27 07:28:00,user_2905,user_1599,21475.07,receive,Hyderabad,tablet,1,WiFi,morning,0
602,2024-03-12 12:47:00,user_839,user_374,27840.93,merchant_payment,Chennai,mobile,0,4G,afternoon,0
603,2024-12-16 16:15:00,user_4308,user_1120,38758.07,send,Bangalore,tablet,0,4G,afternoon,0
604,2024-11-12 12:16:00,user_1514,user_4778,3957.62,send,Delhi,mobile,0,WiFi,afternoon,0
605,2024-06-16 21:09:00,user_3844,user_1046,19350.93,receive,Chennai,tablet,0,5G,evening,0
606,2024-11-09 19:20:00,user_466,user_4995,36179.1,send,Ahmedabad,tablet,0,5G,evening,0
607,2024-02-02 13:54:00,user_713,user_2956,24106.57,receive,Bangalore,mobile,0,5G,afternoon,0
608,2024-09-25 11:39:00,user_1598,user_4544,28498.45,send,Bangalore,tablet,0,4G,morning,0
609,2024-04-06 05:30:00,user_1254,user_4552,41981.87,receive,Delhi,mobile,0,WiFi,night,0
610,2024-11-02 17:13:00,user_1759,user_4671,41992.04,receive,Delhi,mobile,0,WiFi,afternoon,1
611,2024-12-12 02:22:00,user_4885,user_592,1618.22,send,Hyderabad,tablet,0,5G,night,0
612,2024-02-17 01:06:00,user_3144,user_1787,40420.67,receive,Ahmedabad,tablet,0,5G,night,0
613,2024-09-15 07:21:00,user_1245,user_2509,39636.27,receive,Hyderabad,mobile,0,WiFi,morning,0
614,2024-03-20 04:00:00,user_2017,user_216,48337.86,send,Delhi,tablet,0,5G,night,0
615,2024-04-29 10:40:00,user_4998,user_4578,41801.37,send,Pune,tablet,0,5G,morning,0
616,2024-08-18 12:55:00,user_469,user_3950,36914.41,merchant_payment,Delhi,tablet,0,WiFi,afternoon,0
617,2024-10-19 14:09:00,user_684,user_4,46662.84,merchant_payment,Bangalore,mobile,0,4G,afternoon,0
618,2024-11-15 19:23:00,user_77,user_899,21097.03,merchant_payment,Pune,mobile,0,4G,evening,0
619,2024-01-06 04:23:00,user_3080,user_3388,11192.09,send,Ahmedabad,tablet,0,WiFi,night,0
620,2024-03-14 02:07:00,user_2021,user_1823,46830.58,send,Delhi,mobile,0,WiFi,night,0
621,2024-09-08 13:40:00,user_663,user_798,14615.41,send,Pune,tablet,0,5G,afternoon,0
622,2024-04-28 16:51:00,user_2496,user_4337,26918.19,merchant_payment,Pune,tablet,0,5G,afternoon,0
623,2024-07-15 16:22:00,user_666,user_3379,47976.39,merchant_payment,Ahmedabad,tablet,0,WiFi,afternoon,0
624,2024-03-27 13:46:00,user_1552,user_3376,4560.48,receive,Chennai,tablet,0,5G,afternoon,0
625,2024-11-29 12:47:00,user_2971,user_2893,16124.64,merchant_payment,Ahmedabad,tablet,0,WiFi,afternoon,0
626,2024-03-13 22:41:00,user_3850,user_4264,32619.94,receive,Hyderabad,tablet,0,WiFi,evening,0
627,2024-08-04 17:23:00,user_3262,user_1059,27513.9,merchant_payment,Kolkata,mobile,0,4G,afternoon,0
628,2024-12-01 21:25:00,user_2615,user_4909,32203.97,send,Mumbai,mobile,0,5G,evening,0
629,2024-05-07 03:25:00,user_1433,user_3652,48488.59,send,Mumbai,tablet,0,4G,night,0
630,2024-04-29 21:11:00,user_4713,user_4383,40583.07,merchant_payment,Pune,mobile,0,WiFi,evening,0
631,2024-03-22 03:27:00,user_1611,user_3814,25163.46,merchant_payment,Bangalore,mobile,0,5G,night,0
632,2024-07-28 20:02:00,user_1902,user_4424,5966.01,send,Hyderabad,tablet,0,5G,evening,0
633,2024-05-20 23:35:00,user_349,user_864,47781.47,send,Kolkata,tablet,0,WiFi,evening,0
634,2024-01-04 16:24:00,user_3219,user_1892,38735.41,send,Ahmedabad,mobile,0,WiFi,afternoon,0
635,2024-02-08 07:51:00,user_4972,user_1388,41147.67,merchant_payment,Mumbai,tablet,0,5G,morning,0
636,2024-12-01 00:39:00,user_3247,user_3126,15621.52,receive,Bangalore,mobile,0,WiFi,night,0
637,2024-01-10 12:07:00,user_2649,user_2942,20998.73,merchant_payment,Chennai,mobile,0,5G,afternoon,0
638,2024-02-03 17:08:00,user_691,user_3990,24493.73,merchant_payment,Chennai,tablet,0,4G,afternoon,0
639,2024-08-04 05:25:00,user_3901,user_4328,46873.77,merchant_payment,Delhi,mobile,0,4G,night,0
640,2024-08-21 23:39:00,user_2150,user_4833,32380.11,send,Chennai,tablet,0,4G,evening,0
641,2024-08-30 09:38:00,user_3855,user_346,13864.15,merchant_payment,Ahmedabad,mobile,0,5G,morning,0
642,2024-02-17 01:19:00,user_4788,user_3805,8989.95,merchant_payment,Ahmedabad,mobile,0,4G,night,0
643,2024-02-23 10:10:00,user_2301,user_71,19263.23,send,Hyderabad,tablet,1,WiFi,morning,0
644,2024-12-29 11:49:00,user_1118,user_2594,547.65,merchant_payment,Chennai,mobile,0,4G,morning,0
645,2024-05-19 02:49:00,user_3793,user_1935,38191.39,receive,Kolkata,tablet,0,4G,night,0
646,2024-07-08 09:33:00,user_2687,user_2626,6063.6,send,Delhi,tablet,0,WiFi,morning,0
647,2024-10-24 05:48:00,user_4421,user_2264,6297.71,receive,Ahmedabad,tablet,0,WiFi,night,0
648,2024-11-04 19:22:00,user_1688,user_3550,22959.29,receive,Chennai,mobile,0,WiFi,evening,0
649,2024-05-09 18:44:00,user_1863,user_3121,41552.69,receive,Chennai,tablet,0,5G,evening,0
650,2024-10-02 01:51:00,user_4282,user_4818,43241.45,merchant_payment,Hyderabad,mobile,0,4G,night,0
651,2024-11-28 11:52:00,user_3652,user_1144,38960.85,receive,Hyderabad,tablet,0,WiFi,morning,0
652,2024-01-20 14:43:00,user_1979,user_3435,4874.49,merchant_payment,Chennai,mobile,0,4G,afternoon,0
653,2024-04-19 00:53:00,user_4959,user_521,7892.57,receive,Pune,tablet,0,4G,night,0
654,2024-03-21 03:07:00,user_385,user_2137,12456.41,send,Hyderabad,tablet,0,4G,night,0
655,2024-04-24 23:55:00,user_1957,user_4795,29434.42,send,Hyderabad,mobile,0,5G,evening,0
656,2024-03-14 20:44:00,user_6,user_4856,47347.62,send,Kolkata,mobile,0,4G,evening,0
657,2024-10-26 02:35:00,user_2215,user_296,24110.88,receive,Kolkata,tablet,0,4G,night,0
658,2024-01-27 09:55:00,user_4523,user_3973,516.92,send,Chennai,mobile,0,5G,morning,0
659,2024-01-20 17:41:00,user_1231,user_2200,42039.65,merchant_payment,Mumbai,tablet,0,4G,afternoon,0
660,2024-05-10 12:58:00,user_3892,user_3455,5158.9,merchant_payment,Mumbai,tablet,0,5G,afternoon,0
661,2024-08-25 14:24:00,user_455,user_268,26903.2,merchant_payment,Mumbai,tablet,0,4G,afternoon,0
662,2024-04-15 20:52:00,user_1314,user_1467,12497.25,receive,Mumbai,tablet,0,4G,evening,0
663,2024-02-24 16:09:00,user_163,user_4293,18203.7,merchant_payment,Mumbai,mobile,0,WiFi,afternoon,0
664,2024-08-27 09:02:00,user_4173,user_1876,31524.45,merchant_payment,Delhi,mobile,0,5G,morning,0
665,2024-05-03 08:40:00,user_958,user_4675,28453.14,merchant_payment,Chennai,tablet,0,WiFi,morning,0
666,2024-11-26 16:45:00,user_4629,user_2774,44359.36,send,Ahmedabad,tablet,0,WiFi,afternoon,0
667,2024-11-13 21:07:00,user_679,user_3433,48140.09,merchant_payment,Bangalore,mobile,0,4G,evening,0
668,2024-08-17 02:38:00,user_974,user_2704,9519.61,receive,Ahmedabad,mobile,0,4G,night,0
669,2024-01-22 15:41:00,user_4249,user_2627,49877.39,receive,Delhi,mobile,0,4G,afternoon,0
670,2024-05-20 03:20:00,user_582,user_3102,7968.89,merchant_payment,Pune,mobile,0,5G,night,0
671,2024-08-04 13:09:00,user_997,user_1096,31225.81,send,Hyderabad,tablet,1,5G,afternoon,0
672,2024-11-07 05:58:00,user_2826,user_1378,41701.17,send,Hyderabad,tablet,0,4G,night,0
673,2024-04-14 15:49:00,user_4406,user_1307,28327.9,send,Pune,tablet,0,WiFi,afternoon,0
674,2024-03-19 14:33:00,user_2497,user_297,39620.2,merchant_payment,Pune,mobile,0,5G,afternoon,0
675,2024-12-27 06:05:00,user_1178,user_3417,20746.1,receive,Mumbai,tablet,1,4G,morning,1
676,2024-01-14 05:55:00,user_2062,user_601,33292.58,merchant_payment,Bangalore,mobile,0,WiFi,night,0
677,2024-10-26 05:45:00,user_3003,user_3475,15549.92,receive,Mumbai,tablet,0,WiFi,night,0
678,2024-06-12 17:02:00,user_2085,user_753,20640.36,merchant_payment,Bangalore,tablet,0,5G,afternoon,0
679,2024-12-21 15:34:00,user_635,user_3236,37729.69,send,Hyderabad,tablet,0,5G,afternoon,0
680,2024-11-13 21:58:00,user_597,user_4406,15035.33,receive,Chennai,mobile,0,WiFi,evening,0
681,2024-01-27 08:02:00,user_1,user_851,30204.5,receive,Delhi,tablet,0,5G,morning,0
682,2024-08-31 23:36:00,user_886,user_32,10836.69,send,Bangalore,mobile,0,WiFi,evening,0
683,2024-07-23 10:52:00,user_375,user_343,21891.32,receive,Pune,mobile,0,4G,morning,0
684,2024-04-06 17:43:00,user_4607,user_1946,25051.26,send,Hyderabad,tablet,1,WiFi,afternoon,0
685,2024-06-14 03:57:00,user_3778,user_818,44562.5,receive,Chennai,mobile,0,WiFi,night,0
686,2024-03-30 03:52:00,user_323,user_4502,34114.37,receive,Ahmedabad,mobile,0,4G,night,0
687,2024-01-16 05:10:00,user_1150,user_4786,28380.69,send,Chennai,mobile,0,4G,night,0
688,2024-03-25 13:30:00,user_4063,user_4450,7651.7,receive,Kolkata,tablet,0,WiFi,afternoon,0
689,2024-03-12 21:37:00,user_1649,user_3893,23474.14,merchant_payment,Pune,mobile,0,5G,evening,0
690,2024-11-15 08:35:00,user_1916,user_2353,29508.01,merchant_payment,Chennai,mobile,0,WiFi,morning,0
691,2024-09-03 09:20:00,user_1110,user_1236,9122.81,send,Mumbai,tablet,0,5G,morning,0
692,2024-02-20 05:56:00,user_4262,user_2234,14208.19,merchant_payment,Ahmedabad,mobile,0,5G,night,0
693,2024-04-30 16:14:00,user_3898,user_3756,10815.86,merchant_payment,Kolkata,tablet,0,WiFi,afternoon,0
694,2024-05-29 01:19:00,user_2638,user_3685,3767.94,send,Kolkata,tablet,0,5G,night,0
695,2024-09-19 17:36:00,user_3834,user_3300,31022.32,merchant_payment,Kolkata,tablet,0,5G,afternoon,0
696,2024-05-09 18:31:00,user_2528,user_4066,21174.76,send,Chennai,mobile,0,4G,evening,0
697,2024-10-30 00:41:00,user_1379,user_3214,4861.18,merchant_payment,Bangalore,tablet,0,4G,night,0
698,2024-02-18 20:26:00,user_3046,user_253,23123.59,send,Hyderabad,mobile,0,5G,evening,0
699,2024-08-26 14:01:00,user_2067,user_3904,38162.65,send,Hyderabad,mobile,0,4G,afternoon,0
700,2024-07-17 18:22:00,user_2750,user_2813,36276.51,send,Kolkata,mobile,0,4G,evening,0
701,2024-03-28 04:50:00,user_3735,user_4438,27952.2,merchant_payment,Chennai,tablet,0,4G,night,0
702,2024-04-12 11:10:00,user_1210,user_3649,11462.44,merchant_payment,Delhi,tablet,0,WiFi,morning,0
703,2024-05-05 10:20:00,user_1385,user_1763,32405.45,merchant_payment,Chennai,tablet,0,5G,morning,0
704,2024-04-27 05:53:00,user_4157,user_3550,48176.19,merchant_payment,Pune,mobile,0,4G,night,0
705,2024-08-01 12:40:00,user_3238,user_2464,38885.87,merchant_payment,Delhi,tablet,0,4G,afternoon,0
706,2024-10-09 04:02:00,user_2427,user_4519,32014.96,merchant_payment,Bangalore,tablet,0,WiFi,night,0
707,2024-01-29 16:41:00,user_4594,user_4656,13202.02,receive,Hyderabad,tablet,0,4G,afternoon,0
708,2024-10-18 05:37:00,user_3224,user_4577,5306.49,merchant_payment,Pune,tablet,0,5G,night,0
709,2024-02-18 17:59:00,user_2137,user_3791,18238.86,merchant_payment,Delhi,mobile,0,5G,afternoon,0
710,2024-11-03 05:18:00,user_1719,user_2808,5930.91,receive,Delhi,mobile,0,5G,night,0
711,2024-08-06 17:35:00,user_354,user_4325,33627.79,merchant_payment,Bangalore,tablet,0,5G,afternoon,0
712,2024-09-08 19:16:00,user_3282,user_3097,20417.92,receive,Pune,tablet,0,5G,evening,0
713,2024-02-06 01:25:00,user_3102,user_1772,7829.26,merchant_payment,Hyderabad,mobile,0,WiFi,night,0
714,2024-07-21 19:49:00,user_1115,user_1362,26680.54,send,Hyderabad,mobile,0,4G,evening,0
715,2024-08-12 09:14:00,user_1649,user_4763,16420.35,send,Ahmedabad,tablet,0,5G,morning,0
716,2024-03-02 19:47:00,user_541,user_1932,43671.1,merchant_payment,Pune,mobile,0,4G,evening,0
717,2024-01-20 09:11:00,user_4154,user_2663,36030.82,send,Mumbai,tablet,0,4G,morning,0
718,2024-08-05 00:30:00,user_1766,user_3061,36110.99,receive,Ahmedabad,tablet,0,5G,night,0
719,2024-08-01 15:03:00,user_4096,user_197,430.61,send,Mumbai,mobile,0,4G,afternoon,0
720,2024-02-10 00:30:00,user_365,user_276,42673.42,send,Pune,mobile,0,5G,night,0
721,2024-10-21 11:30:00,user_4335,user_2003,1781.18,receive,Pune,tablet,0,WiFi,morning,0
722,2024-05-19 12:52:00,user_828,user_1705,14406.47,send,Hyderabad,mobile,0,5G,afternoon,0
723,2024-06-14 18:15:00,user_579,user_463,34314.01,merchant_payment,Pune,mobile,0,4G,evening,0
724,2024-06-30 13:12:00,user_3942,user_715,43407.22,merchant_payment,Delhi,tablet,0,WiFi,afternoon,0
725,2024-01-05 15:24:00,user_4252,user_2413,41650.03,receive,Bangalore,mobile,0,4G,afternoon,0
726,2024-06-17 18:32:00,user_2161,user_991,10979.36,merchant_payment,Bangalore,mobile,0,5G,evening,0
727,2024-12-22 19:01:00,user_2421,user_1285,16642.73,receive,Bangalore,mobile,0,4G,evening,0
728,2024-12-04 22:27:00,user_4869,user_821,18880.45,send,Mumbai,tablet,0,5G,evening,0
729,2024-03-04 07:36:00,user_88,user_1306,12419.38,send,Pune,mobile,0,5G,morning,0
730,2024-07-18 02:53:00,user_2687,user_2736,7284.91,send,Hyderabad,tablet,0,4G,night,0
731,2024-01-03 16:29:00,user_48,user_3760,21575.05,receive,Kolkata,mobile,0,4G,afternoon,0
732,2024-06-23 12:32:00,user_1013,user_1700,27193.57,receive,Pune,tablet,0,4G,afternoon,1
733,2024-04-09 21:16:00,user_2764,user_4325,47253.34,send,Chennai,mobile,0,WiFi,evening,0
734,2024-01-19 06:12:00,user_4615,user_3411,10779.6,receive,Mumbai,mobile,0,5G,morning,0
735,2024-09-30 03:07:00,user_4938,user_2000,1283.13,merchant_payment,Chennai,mobile,0,WiFi,night,0
736,2024-08-27 10:42:00,user_3033,user_163,9892.25,receive,Pune,tablet,0,WiFi,morning,0
737,2024-10-19 17:07:00,user_1588,user_4875,38349.11,merchant_payment,Delhi,tablet,0,4G,afternoon,1
738,2024-01-27 15:52:00,user_1787,user_553,14693.4,merchant_payment,Pune,mobile,0,WiFi,afternoon,0
739,2024-04-13 13:55:00,user_4357,user_4671,27678.04,merchant_payment,Chennai,mobile,0,4G,afternoon,0
740,2024-08-22 04:01:00,user_3371,user_3447,15058.22,merchant_payment,Mumbai,mobile,0,4G,night,0
741,2024-12-04 05:15:00,user_4090,user_4964,15877.36,merchant_payment,Pune,tablet,0,WiFi,night,0
742,2024-07-31 13:28:00,user_1799,user_3365,25386.86,send,Kolkata,mobile,0,4G,afternoon,0
743,2024-11-01 07:46:00,user_2507,user_2038,23060.75,send,Delhi,mobile,0,WiFi,morning,0
744,2024-05-25 10:48:00,user_4560,user_3953,5857.56,receive,Chennai,tablet,0,5G,morning,0
745,2024-09-08 11:03:00,user_2380,user_1453,35662.99,receive,Chennai,tablet,0,4G,morning,0
746,2024-11-21 20:33:00,user_4627,user_2966,33340.2,send,Bangalore,tablet,0,WiFi,evening,0
747,2024-04-29 10:15:00,user_3483,user_473,22352.93,send,Pune,tablet,0,4G,morning,0
748,2024-04-26 02:51:00,user_4832,user_3090,29328.52,merchant_payment,Ahmedabad,mobile,0,5G,night,0
749,2024-03-19 16:49:00,user_405,user_3305,26475.85,receive,Hyderabad,mobile,1,WiFi,afternoon,1
750,2024-05-27 19:06:00,user_4409,user_2889,34894.63,receive,Chennai,mobile,0,WiFi,evening,0
751,2024-12-05 01:01:00,user_4240,user_1212,8895.93,receive,Bangalore,mobile,0,4G,night,0
752,2024-01-17 01:49:00,user_2349,user_4410,27919.46,receive,Ahmedabad,tablet,0,5G,night,0
753,2024-07-13 05:16:00,user_3890,user_1020,42967.59,send,Bangalore,tablet,0,WiFi,night,0
754,2024-09-02 22:15:00,user_519,user_4819,31549.98,merchant_payment,Mumbai,tablet,0,4G,evening,0
755,2024-11-26 23:13:00,user_3831,user_2415,6955.87,merchant_payment,Pune,tablet,0,5G,evening,0
756,2024-09-12 22:15:00,user_204,user_4514,40038.42,send,Pune,mobile,0,5G,evening,0
757,2024-12-02 03:38:00,user_898,user_3022,8360.26,send,Hyderabad,tablet,0,WiFi,night,0
758,2024-10-05 20:35:00,user_3480,user_57,21961.21,receive,Chennai,mobile,0,WiFi,evening,0
759,2024-04-07 00:53:00,user_871,user_1565,4505.3,send,Delhi,tablet,0,WiFi,night,0
760,2024-07-12 20:44:00,user_3111,user_1545,1465.35,merchant_payment,Pune,tablet,0,4G,evening,0
761,2024-06-05 05:31:00,user_4908,user_279,25736.3,send,Delhi,tablet,0,WiFi,night,0
762,2024-09-03 21:37:00,user_1736,user_4454,46221.88,merchant_payment,Mumbai,tablet,0,WiFi,evening,0
763,2024-09-26 22:29:00,user_2784,user_519,19014.98,receive,Delhi,mobile,0,4G,evening,0
764,2024-03-13 02:57:00,user_4807,user_487,35043.72,merchant_payment,Bangalore,tablet,0,5G,night,0
765,2024-11-20 17:47:00,user_1720,user_1374,16875.4,receive,Pune,tablet,0,WiFi,afternoon,0
766,2024-05-01 06:20:00,user_2209,user_1321,1691.78,merchant_payment,Delhi,mobile,0,4G,morning,0
767,2024-04-25 04:59:00,user_2063,user_1359,19776.6,send,Kolkata,tablet,0,4G,night,0
768,2024-03-12 17:04:00,user_843,user_2148,23686.14,send,Chennai,mobile,0,WiFi,afternoon,0
